hour,failed_attempts,login_duration,protocol,label
13,2,186.42736999747206,HTTP,0
16,1,213.4541179497429,HTTPS,0
14,3,325.6668004651076,HTTPS,0
9,0,287.86992853271965,HTTPS,0
15,1,223.63502047092976,HTTPS,0
9,1,252.94356947229332,HTTPS,0
19,0,130.16984192581464,HTTP,0
17,2,68.53268289369593,HTTP,0
10,0,318.2257861968202,HTTPS,0
9,0,235.0745948945018,HTTPS,0
17,3,23.456720024737862,DNS,0
14,0,285.17505691333326,HTTPS,0
10,1,216.39420391829657,HTTPS,0
13,1,103.61922069318888,HTTP,0
15,1,141.7092701420986,HTTP,0
20,0,310.7532548892799,HTTPS,0
14,0,140.3498988069285,HTTP,0
6,1,310.9347868472969,HTTPS,0
17,2,271.84189162503117,HTTPS,0
6,0,266.6631898047221,HTTPS,0
16,2,147.26139646905494,HTTP,0
9,2,246.26282322716287,HTTPS,0
9,0,228.0079207288406,HTTPS,0
9,2,19.141725276839935,DNS,0
17,0,196.54175809871106,HTTPS,0
17,0,218.74637406735647,HTTPS,0
5,1,134.06073828140978,HTTP,0
14,2,136.88695443049545,HTTP,0
15,0,157.6975838824957,HTTP,0
19,1,73.01184625045104,HTTP,0
16,0,130.13226273726056,HTTP,0
8,1,153.11432609582218,HTTPS,0
14,0,98.37699199871318,HTTP,0
17,0,248.27373442820698,HTTPS,0
6,1,190.03316805170277,HTTP,0
4,73,2.0027659940579574,SSH,1
6,0,64.83068531509991,HTTP,0
18,1,118.87099992718974,HTTP,0
16,0,261.26989402291275,HTTPS,0
9,3,91.92828875081268,HTTP,0
7,0,275.47120531780917,HTTPS,0
17,2,127.80444032446563,HTTP,0
8,0,161.57253811776235,HTTPS,0
23,27,1.8226843979417795,SSH,1
7,0,227.54561451733954,HTTPS,0
15,0,81.51861402678713,HTTP,0
6,1,15.074818345596988,DNS,0
16,3,148.13843849591672,HTTP,0
17,0,241.0425155973043,HTTPS,0
13,4,280.05879555675835,HTTPS,0
12,0,247.0063119797682,HTTPS,0
10,4,291.09212252696204,HTTPS,0
14,1,232.45474345589358,HTTPS,0
13,1,246.4562412419097,HTTPS,0
13,0,256.6475182410607,HTTPS,0
9,1,125.15729020649162,HTTP,0
9,1,258.9287248112747,HTTPS,0
8,1,190.99440352010618,HTTPS,0
4,60,2.40193351811796,SSH,1
12,1,288.4998187806312,HTTPS,0
6,1,118.47474645014177,HTTP,0
8,2,236.03423484956252,HTTPS,0
17,1,365.4208308552426,HTTPS,0
13,0,347.5116587933929,HTTPS,0
14,0,15.423555411907184,DNS,0
15,1,293.8482760983627,HTTPS,0
17,0,152.78438459193637,HTTP,0
18,2,100.57205167586184,HTTP,0
9,3,217.90766652360404,HTTPS,0
7,0,228.35009952704874,HTTPS,0
19,1,299.9270516476487,HTTPS,0
9,2,217.2882456537874,HTTP,0
18,0,259.48753430926365,HTTPS,0
14,0,201.21344482719118,HTTPS,0
7,0,214.12416561449618,HTTPS,0
7,1,159.87989322335613,HTTP,0
8,1,217.54963581148107,HTTPS,0
17,1,21.84449692383344,DNS,0
10,3,255.1787042930781,HTTPS,0
7,0,127.36360238422327,HTTP,0
9,0,267.75215783941695,HTTPS,0
12,2,137.31683326404254,HTTP,0
17,0,120.79253261850033,HTTP,0
10,0,93.25281344526402,HTTP,0
9,0,272.71812021041393,HTTPS,0
10,1,104.04519459833305,HTTP,0
10,1,200.61697734152278,HTTPS,0
9,0,297.7586160112793,HTTPS,0
6,0,123.25909648202847,HTTP,0
7,1,120.14572999225355,HTTP,0
5,0,96.77656761471692,HTTP,0
8,2,257.67352911057304,HTTPS,0
9,1,154.78957058525833,HTTPS,0
7,0,185.11059080691757,HTTPS,0
8,4,281.4751004223561,HTTPS,0
18,1,218.041235042413,HTTPS,0
16,1,116.05757291008095,HTTPS,0
9,0,13.19950649325361,DNS,0
8,0,212.77242836258344,HTTPS,0
18,2,203.4058925057722,HTTPS,0
16,0,125.67883885552672,HTTP,0
17,1,141.73539315624342,HTTP,0
4,78,2.1865743609066035,SSH,1
14,1,13.441408094494594,DNS,0
15,1,9.281765823175968,DNS,0
15,2,276.2052644525013,HTTPS,0
7,0,17.268921040711117,DNS,0
9,1,102.47234744773674,HTTP,0
19,0,143.37362411168957,HTTPS,0
9,0,97.81696418558303,HTTP,0
9,0,167.83042024694754,HTTP,0
14,2,139.12530998009936,HTTPS,0
10,1,41.5565035724394,HTTP,0
5,0,180.0787748998281,HTTPS,0
9,1,123.88906041804299,HTTP,0
7,2,129.3104356876743,HTTP,0
9,0,60.452960340892396,HTTP,0
6,3,267.1112841861253,HTTPS,0
8,0,132.05847998034045,HTTP,0
2,46,2.0795882821361853,SSH,1
15,1,190.14220242534157,HTTPS,0
19,1,139.70327277156105,HTTP,0
15,1,188.47673984952633,HTTPS,0
14,0,253.30063862685685,HTTPS,0
11,0,97.35081268465078,HTTP,0
16,1,330.8455604540043,HTTPS,0
9,0,223.32720450667955,HTTPS,0
9,0,164.55321559093267,HTTP,0
14,0,85.04342460629329,HTTP,0
16,2,134.12136943913416,HTTP,0
8,3,114.52256388459375,HTTP,0
7,1,321.5306734459002,HTTPS,0
15,1,242.01345865208486,HTTPS,0
14,0,9.904222916612166,DNS,0
8,2,264.9348852922235,HTTPS,0
10,0,320.96775737008693,HTTPS,0
8,2,263.3441420770139,HTTPS,0
3,34,1.5416970320579013,SSH,1
15,1,77.59341721764187,HTTP,0
11,1,251.85621693297566,HTTPS,0
16,1,11.518744082471384,DNS,0
18,0,221.39470437590197,HTTPS,0
15,4,179.90664423049026,HTTPS,0
16,0,239.98069886242916,HTTPS,0
7,2,216.45208238966876,HTTPS,0
12,0,309.27304684240283,HTTPS,0
17,0,209.94136893118753,HTTPS,0
15,1,265.4274901257328,HTTPS,0
10,0,197.86527487234042,HTTPS,0
13,1,316.02982876678124,HTTPS,0
8,1,16.438392296372182,DNS,0
15,0,263.2904173039782,HTTPS,0
8,1,300.5076018280834,HTTPS,0
17,0,12.524891799693094,DNS,0
16,1,168.33950175076396,HTTPS,0
15,0,164.38480789380225,HTTP,0
15,2,327.6347912875084,HTTPS,0
8,0,226.57177919986248,HTTPS,0
8,1,105.06595718015797,HTTP,0
16,0,370.1727781618818,HTTPS,0
16,0,97.01113707274891,HTTP,0
13,1,160.17135293326902,HTTP,0
16,2,205.37135993102817,HTTPS,0
9,2,18.503453069843445,DNS,0
14,0,132.21926336347528,HTTP,0
13,1,198.05373628961348,HTTPS,0
10,2,312.2730280109712,HTTPS,0
12,1,266.9263645997252,HTTPS,0
16,0,364.63517671496436,HTTPS,0
14,0,139.94234634149572,HTTP,0
11,0,366.3771283476918,HTTPS,0
17,0,192.11388334439076,HTTPS,0
6,2,206.20013952165178,HTTPS,0
6,0,278.61945493809776,HTTPS,0
18,0,117.50511065920712,HTTP,0
9,0,254.15907450677588,HTTPS,0
8,1,270.602667771105,HTTPS,0
14,0,247.36042546992184,HTTPS,0
16,0,323.1015949420125,HTTPS,0
18,1,128.93274112985762,HTTP,0
8,1,265.0795899130774,HTTPS,0
11,0,123.01579473101592,HTTPS,0
15,1,199.13484878485866,HTTPS,0
9,0,236.9593480562289,HTTPS,0
18,0,230.697975477019,HTTPS,0
10,0,137.9702668875094,HTTP,0
7,1,277.3808437326457,HTTPS,0
16,0,190.13190458454417,HTTPS,0
8,0,125.9410735030247,HTTP,0
8,1,210.40430349884804,HTTPS,0
15,0,202.59931938100607,HTTPS,0
15,1,190.0376316515964,HTTPS,0
6,1,342.28658047249917,HTTPS,0
14,0,284.75216603153154,HTTPS,0
18,1,263.02370186759543,HTTPS,0
16,0,278.8622257879227,HTTPS,0
9,2,263.60193851556323,HTTPS,0
8,1,222.35722164695775,HTTPS,0
18,4,244.70615917065476,HTTPS,0
11,0,118.32379043364031,HTTP,0
18,1,300.2307086313828,HTTPS,0
8,1,271.84309595095704,HTTPS,0
10,1,124.52899283578358,HTTPS,0
12,0,296.6082234388282,HTTPS,0
11,1,255.10526758804204,HTTPS,0
8,0,169.19633839507952,HTTPS,0
8,1,326.82939748097823,HTTPS,0
8,1,104.0555090623592,HTTP,0
9,1,268.3394381404041,HTTPS,0
8,1,64.71537474060435,HTTP,0
17,0,277.53359539721214,HTTPS,0
10,1,259.6631117302656,HTTPS,0
16,0,315.29545198642643,HTTPS,0
8,1,224.9438126185412,HTTPS,0
8,2,64.63176094031594,HTTP,0
18,0,131.1521533606971,HTTP,0
12,2,103.52065211368557,HTTP,0
6,1,134.52850908026085,HTTP,0
7,1,186.2120293469078,HTTPS,0
16,2,93.02321196751289,HTTP,0
16,0,223.13314213189872,HTTPS,0
7,0,173.262847005938,HTTP,0
9,0,161.20355298726085,HTTP,0
18,2,169.70356775194543,HTTPS,0
15,0,182.31492873208114,HTTPS,0
9,0,103.5563934387415,HTTP,0
8,0,232.49597136009646,HTTPS,0
9,2,219.04700843115384,HTTPS,0
13,0,251.08836626362356,HTTPS,0
9,1,204.50514251404124,HTTPS,0
14,0,11.534158761767213,DNS,0
9,0,111.41414098326909,HTTP,0
16,0,90.56392901605469,HTTP,0
7,1,27.110076179690516,DNS,0
7,0,233.26798776803184,HTTPS,0
4,37,2.2388124337803403,SSH,1
15,1,266.5095459744055,HTTPS,0
8,1,169.89009887445468,HTTP,0
9,0,170.03404520663105,HTTP,0
10,0,334.2769890394716,HTTPS,0
8,0,104.83300410862859,HTTP,0
14,1,299.28265559781937,HTTPS,0
10,0,178.01324588372995,HTTPS,0
13,0,91.3117712663617,HTTP,0
8,0,9.808759862783422,DNS,0
19,2,142.36983354321785,HTTP,0
8,0,215.29249291475597,HTTPS,0
5,1,261.25486581896655,HTTPS,0
17,1,228.41361288849438,HTTPS,0
8,1,227.48920234855427,HTTPS,0
14,1,250.28258329740086,HTTPS,0
14,2,293.3177282791364,HTTPS,0
17,0,141.50132292662778,HTTP,0
11,2,252.00335070456862,HTTPS,0
19,0,267.2690450043334,HTTPS,0
10,4,137.1351784978867,HTTP,0
18,0,262.25278885438127,HTTPS,0
9,0,218.33001638653488,HTTPS,0
9,0,12.225328076524518,DNS,0
14,0,166.81066567533276,HTTP,0
11,0,172.72187705989506,HTTPS,0
17,2,262.13083599840184,HTTPS,0
14,1,88.11782264865862,HTTP,0
8,0,225.82029472885046,HTTPS,0
17,1,326.5648385089423,HTTPS,0
9,1,244.82030623578902,HTTPS,0
9,2,111.20438638759035,HTTP,0
16,0,242.91456267637815,HTTPS,0
12,0,140.37895683777018,HTTP,0
20,0,236.5494257843757,HTTPS,0
13,1,173.99327060027576,HTTPS,0
16,0,92.16513315818938,HTTP,0
17,1,281.8820116114627,HTTPS,0
17,0,327.0241467835161,HTTPS,0
16,0,118.61699884122349,HTTP,0
18,0,128.14710487824613,HTTP,0
19,1,13.944498797533363,DNS,0
8,2,128.92034429259607,HTTP,0
13,1,312.7838411633892,HTTPS,0
7,2,180.00243945705822,HTTP,0
18,2,251.29471113169976,HTTPS,0
6,1,288.4122991287001,HTTPS,0
15,1,316.08883433977485,HTTPS,0
18,1,127.48541933852925,HTTP,0
17,0,7.839703731702371,DNS,0
7,2,15.914115718545887,DNS,0
9,1,132.56190854671283,HTTP,0
14,1,13.294439172244982,DNS,0
10,1,118.21971292014267,HTTP,0
13,0,323.4292527344205,HTTPS,0
9,0,193.36832910577965,HTTPS,0
19,0,206.51489565165545,HTTPS,0
8,0,309.19446097459735,HTTPS,0
9,0,172.5494509580971,HTTP,0
3,24,1.1984486334706226,SSH,1
14,1,302.1191422075998,HTTPS,0
14,1,252.0369290603717,HTTPS,0
10,0,231.65585947460056,HTTPS,0
17,0,251.1806861309353,HTTPS,0
19,0,145.93978462913583,HTTP,0
15,1,221.2380398291935,HTTPS,0
9,0,155.735502097921,HTTP,0
6,1,226.32925406943104,HTTPS,0
19,1,236.90266965069597,HTTPS,0
9,0,256.2478215671883,HTTPS,0
8,2,136.79806884323318,HTTP,0
15,1,198.50484457082536,HTTPS,0
2,29,1.993128774080591,SSH,1
10,0,190.44087885868592,HTTPS,0
18,0,250.29322363112286,HTTPS,0
7,1,245.59263505852095,HTTPS,0
9,1,114.95752203537681,HTTP,0
9,1,269.26192704039056,HTTPS,0
7,1,339.4683241378081,HTTPS,0
18,1,116.70344103182026,HTTP,0
9,4,220.17733295265322,HTTPS,0
14,2,279.32777455903783,HTTPS,0
8,0,223.96560142800325,HTTPS,0
18,1,21.1817917135676,DNS,0
8,3,175.92833944268193,HTTPS,0
18,1,216.58924508664217,HTTPS,0
16,1,146.47441405053246,HTTP,0
15,0,281.2222385547101,HTTPS,0
20,0,122.79650381901011,HTTP,0
12,0,170.32394753218517,HTTPS,0
17,0,119.22034496834999,HTTP,0
7,1,108.39930461825709,HTTP,0
12,1,265.20148858958083,HTTPS,0
5,0,116.33803956941051,HTTP,0
8,0,13.159128158647373,DNS,0
16,0,254.48425511316393,HTTPS,0
16,0,237.05378624553822,HTTPS,0
20,3,136.57337708461029,HTTP,0
8,0,123.9868770738043,HTTP,0
18,1,299.19143206713585,HTTPS,0
17,1,165.4111782065309,HTTPS,0
10,1,286.86306188620574,HTTPS,0
8,0,235.43298238098066,HTTPS,0
17,1,237.966297662172,HTTPS,0
19,1,235.02359749113492,HTTPS,0
11,1,140.95025304558644,HTTPS,0
10,0,173.25686316313312,HTTP,0
9,0,325.4964699216977,HTTPS,0
8,2,245.50366601243093,HTTPS,0
8,0,132.86611713643867,HTTP,0
8,2,96.32074317352803,HTTP,0
9,0,291.32152710225455,HTTPS,0
12,1,363.8020473121586,HTTPS,0
10,2,299.3627807870481,HTTPS,0
15,0,174.45585944013254,HTTPS,0
15,0,8.452618059951776,DNS,0
13,0,81.94394336144916,HTTP,0
7,0,179.7521297155714,HTTPS,0
9,1,15.838697244300558,DNS,0
9,1,106.69200043465169,HTTP,0
11,0,347.06739342398214,HTTPS,0
6,0,287.18094296249046,HTTPS,0
17,0,316.8531007221367,HTTPS,0
7,1,17.32462342874835,DNS,0
18,0,179.24237467333683,HTTPS,0
19,1,184.0380238019771,HTTP,0
9,2,264.81265439879724,HTTPS,0
9,1,303.0504420275381,HTTPS,0
9,0,175.41905529345007,HTTPS,0
8,1,244.40139952156449,HTTPS,0
16,1,133.33306911693754,HTTP,0
10,0,124.92801807010731,HTTP,0
8,1,105.28941540721131,HTTP,0
15,0,79.59075008660912,HTTP,0
8,0,177.69337761501637,HTTPS,0
15,0,79.89457488344183,HTTP,0
20,2,218.76325610607282,HTTPS,0
15,1,19.979872265344337,DNS,0
8,0,138.90415716261901,HTTP,0
12,1,111.34700030482547,HTTP,0
16,1,110.55326223632258,HTTP,0
9,1,123.54553221840447,HTTP,0
7,1,149.81923698222056,HTTPS,0
10,1,277.1135976650977,HTTPS,0
16,1,282.95777583748384,HTTPS,0
9,0,101.29444771140176,HTTP,0
14,1,243.81545875760932,HTTPS,0
18,1,16.67388447884148,DNS,0
8,0,218.25860722377038,HTTPS,0
4,0,214.5855288962128,HTTPS,0
16,2,218.90230210335045,HTTPS,0
16,1,13.343945802213783,DNS,0
10,2,128.04814427680668,HTTP,0
17,0,16.948062084133024,DNS,0
8,0,312.7941665404951,HTTPS,0
7,0,274.0428928199195,HTTPS,0
9,0,253.64799633065246,HTTPS,0
9,1,224.95599914375873,HTTPS,0
16,0,192.64993015015918,HTTPS,0
12,1,85.26599819389216,HTTP,0
6,0,92.51882865744534,HTTP,0
7,0,276.55924463014213,HTTPS,0
12,0,8.29598724551413,DNS,0
10,0,105.10167151480442,HTTP,0
14,1,285.2786789615491,HTTPS,0
9,1,90.40663855391969,HTTP,0
14,3,240.50431811025044,HTTPS,0
16,1,207.3034349392702,HTTPS,0
16,2,242.560062334979,HTTPS,0
11,0,327.173432793748,HTTPS,0
14,2,183.44827004153026,HTTPS,0
13,0,289.1412675893844,HTTPS,0
13,1,213.52191166738822,HTTPS,0
13,1,190.25177731230866,HTTPS,0
9,0,265.51868790120403,HTTPS,0
14,1,285.7096835084974,HTTPS,0
16,0,221.65488862534275,HTTPS,0
8,2,209.32139420136744,HTTPS,0
16,1,310.6110179421231,HTTPS,0
18,0,270.81180355669176,HTTPS,0
17,2,219.45249219140848,HTTPS,0
17,1,294.8154468570206,HTTPS,0
17,0,261.54504015659353,HTTPS,0
12,1,207.44217084502276,HTTPS,0
10,2,298.94165889543376,HTTPS,0
10,1,95.61586028651571,HTTP,0
15,1,289.64179690172546,HTTPS,0
6,0,334.2460207867921,HTTPS,0
18,1,132.32014039311306,HTTP,0
15,1,22.466086424755616,DNS,0
8,1,211.87422842771295,HTTPS,0
8,1,111.04679998245123,HTTP,0
11,1,335.0095952134377,HTTPS,0
16,1,286.4018279854498,HTTPS,0
9,0,242.21676429112705,HTTPS,0
13,1,261.9332115791962,HTTPS,0
6,1,16.50019166759611,DNS,0
6,2,168.49751143953426,HTTPS,0
8,2,247.29447015936762,HTTPS,0
9,0,8.005439675219904,DNS,0
15,0,22.18479679168008,DNS,0
13,3,330.8280340998157,HTTPS,0
20,0,125.24289619370725,HTTP,0
7,2,246.44657659580554,HTTPS,0
15,1,265.1401814668832,HTTPS,0
6,0,287.45290452727005,HTTPS,0
16,2,93.25437530764772,HTTP,0
18,1,104.68852625781436,HTTP,0
15,2,345.9192313259665,HTTPS,0
18,0,188.726847171082,HTTPS,0
14,1,103.82573197577311,HTTP,0
7,0,260.5844193845286,HTTPS,0
8,0,317.88661150124824,HTTPS,0
15,0,256.4070456977349,HTTPS,0
6,0,112.27719369297435,HTTP,0
8,2,322.69662068753195,HTTPS,0
16,1,289.42336453152933,HTTPS,0
9,0,312.48852408266447,HTTPS,0
9,1,228.8699649782151,HTTPS,0
15,0,156.9821311220689,HTTPS,0
23,45,2.726155149437709,SSH,1
8,0,237.41443015412742,HTTPS,0
14,1,17.218772946810375,DNS,0
14,1,129.6234423273105,HTTP,0
14,0,371.8517132501239,HTTPS,0
15,1,322.50946313440704,HTTPS,0
9,0,203.57214967817015,HTTPS,0
9,2,279.53051568520044,HTTPS,0
16,0,139.55750653740944,HTTP,0
9,1,222.65983181829347,HTTPS,0
15,0,221.88537488577936,HTTPS,0
11,2,208.56524816458392,HTTPS,0
10,0,95.56675928113481,HTTP,0
7,1,261.6099916617402,HTTPS,0
15,0,158.40594226754993,HTTPS,0
9,0,212.32380345094754,HTTPS,0
15,1,95.17987528674966,HTTP,0
10,1,144.71047295949512,HTTP,0
11,0,251.94971698031085,HTTPS,0
15,0,155.6880133058941,HTTP,0
16,0,129.38253685757357,HTTP,0
15,0,191.9388292816288,HTTPS,0
3,47,1.6088653377722677,SSH,1
9,0,309.7772212762376,HTTPS,0
15,1,294.3295962386127,HTTPS,0
15,0,241.58863428089748,HTTPS,0
6,0,10.226817122453564,DNS,0
17,0,21.833844235642864,DNS,0
14,1,328.5885995553132,HTTPS,0
10,0,55.725571254176714,HTTP,0
17,1,99.64131031887293,HTTP,0
14,0,337.89389419775875,HTTPS,0
20,2,262.7858211833349,HTTPS,0
6,2,196.442791500341,HTTPS,0
9,4,282.4137190682756,HTTPS,0
13,1,251.77935424678947,HTTPS,0
14,1,235.86500398691248,HTTPS,0
8,0,129.33861666062327,HTTP,0
19,1,17.26182516772821,DNS,0
8,1,214.2499798767838,HTTPS,0
6,0,17.836493773959752,DNS,0
8,0,155.5202887149216,HTTP,0
18,3,207.87363146832104,HTTPS,0
18,1,16.307814333548833,DNS,0
7,0,171.12291884765102,HTTPS,0
15,2,212.55586316357613,HTTPS,0
7,0,111.88280517520914,HTTP,0
13,2,226.186391718972,HTTPS,0
11,1,127.45162279174524,HTTP,0
10,1,18.125227754891466,DNS,0
13,1,242.33792484008904,HTTPS,0
19,0,260.9093957099588,HTTPS,0
8,2,96.18415560615027,HTTP,0
17,0,268.41738334918455,HTTPS,0
9,1,224.1687184017354,HTTPS,0
10,1,204.10710961622567,HTTPS,0
15,1,246.21119468004648,HTTPS,0
8,0,115.80345372486312,HTTP,0
15,1,279.14184539342847,HTTPS,0
13,0,166.37200583914668,HTTPS,0
7,1,85.9637648945149,HTTP,0
11,0,11.661512116170577,DNS,0
16,1,173.37817580565059,HTTPS,0
6,3,99.16401209267508,HTTP,0
9,0,274.83673502045053,HTTPS,0
23,61,1.843722515314389,SSH,1
16,2,173.6141715283378,HTTPS,0
7,2,182.39059942117447,HTTPS,0
8,0,12.049153794585076,DNS,0
6,0,23.31399406708293,DNS,0
7,3,262.0596828368087,HTTPS,0
12,1,289.3663828286493,HTTPS,0
5,0,312.5943872451407,HTTPS,0
8,0,10.078384844088454,DNS,0
8,0,189.3643777960669,HTTPS,0
8,1,207.13965638568686,HTTPS,0
7,4,271.05439987839327,HTTPS,0
15,1,95.41921721082967,HTTP,0
23,1,232.22325027581334,HTTPS,0
9,3,237.85365637501516,HTTPS,0
15,0,160.74279070848257,HTTPS,0
20,2,254.63687978370004,HTTPS,0
14,0,119.20290378055182,HTTP,0
9,0,134.5983688313347,HTTP,0
16,0,129.76485255132906,HTTP,0
20,0,79.28976511846787,HTTP,0
16,4,131.63411896642523,HTTP,0
13,0,145.33679642156343,HTTP,0
9,2,2.8639311749937306,DNS,0
9,0,273.0377853355245,HTTPS,0
8,0,244.19878293499175,HTTPS,0
6,1,286.261210826287,HTTPS,0
7,1,193.9588641844675,HTTPS,0
11,1,139.7896792918772,HTTPS,0
9,1,198.2209085177211,HTTPS,0
7,1,118.61807679023545,HTTP,0
15,1,325.5657383314279,HTTPS,0
8,2,220.16885867157225,HTTPS,0
6,2,111.59445322483332,HTTP,0
8,0,122.07481325473753,HTTP,0
16,0,234.0847535296661,HTTPS,0
14,2,91.71346282467422,HTTP,0
20,1,187.8035116368843,HTTPS,0
15,1,210.45305720004922,HTTPS,0
10,0,99.58742360072188,HTTP,0
11,0,106.63977428888947,HTTP,0
9,1,111.66104830098668,HTTP,0
15,1,111.41782070432927,HTTPS,0
14,0,191.3230724573375,HTTPS,0
13,0,15.887412567644049,DNS,0
9,1,309.8351305469204,HTTPS,0
15,1,15.169792149596233,DNS,0
5,0,16.95653182004813,DNS,0
8,0,283.92174568827795,HTTPS,0
2,34,1.8715481755592769,SSH,1
9,4,268.39410874424317,HTTPS,0
6,1,191.90746206938545,HTTPS,0
7,2,262.57857865610987,HTTPS,0
4,40,1.380512565139517,SSH,1
17,0,127.72982249865927,HTTP,0
14,4,145.95643557689948,HTTP,0
14,2,65.08309010094553,HTTP,0
9,3,274.92323224463195,HTTPS,0
16,1,67.32549834202851,HTTP,0
8,1,210.07417650598734,HTTPS,0
17,1,286.46656939062376,HTTPS,0
17,2,166.49936353215878,HTTP,0
8,0,281.2451074641596,HTTPS,0
7,0,275.03972844835346,HTTPS,0
13,2,150.43288312787863,HTTP,0
8,1,283.04997194873147,HTTPS,0
14,0,144.27521466408783,HTTP,0
10,0,191.98032320031737,HTTPS,0
7,0,288.2241143535189,HTTPS,0
10,1,17.13731349527486,DNS,0
17,2,128.65648000229885,HTTP,0
9,0,107.47817375346956,HTTP,0
18,0,227.61019015445544,HTTPS,0
19,0,174.07798065012975,HTTPS,0
8,1,249.1326224660197,HTTPS,0
10,1,292.79905903625047,HTTPS,0
15,1,267.1214637850531,HTTPS,0
17,1,113.94881428734382,HTTP,0
16,0,17.561660660140788,DNS,0
11,0,241.7066933254134,HTTPS,0
10,2,276.9559165117286,HTTPS,0
8,0,155.2019211654889,HTTP,0
14,0,177.8560443912618,HTTPS,0
10,1,122.96291993498859,HTTP,0
8,0,102.33567807666348,HTTP,0
7,1,296.7796748893916,HTTPS,0
8,0,233.53937418803213,HTTPS,0
16,0,87.55921901468237,HTTP,0
16,0,179.15470393751258,HTTPS,0
17,1,100.66873585989283,HTTP,0
13,3,96.87516080446693,HTTP,0
17,0,230.3075298085137,HTTPS,0
7,0,123.10033020899229,HTTPS,0
20,1,301.1438599210554,HTTPS,0
15,1,157.50710317676499,HTTP,0
18,0,235.73996531655803,HTTPS,0
8,2,138.91608766724306,HTTP,0
9,3,121.36856503627227,HTTP,0
10,1,219.579015479083,HTTPS,0
10,0,10.17948249579781,DNS,0
19,1,314.23735134265155,HTTPS,0
7,0,284.74557206437413,HTTPS,0
14,1,155.46760801473567,HTTP,0
12,0,300.9834057057619,HTTPS,0
13,0,303.4981561016298,HTTPS,0
5,1,147.95240798633796,HTTP,0
12,0,264.56209823809115,HTTPS,0
19,3,271.2613966904298,HTTPS,0
15,0,233.23444294595214,HTTPS,0
10,1,111.57763666180232,HTTP,0
14,1,320.0735072582146,HTTPS,0
10,2,285.7395211376053,HTTPS,0
14,2,209.91288009855717,HTTPS,0
8,0,225.20913360638622,HTTPS,0
18,1,217.243340599036,HTTPS,0
15,0,141.6278149037334,HTTP,0
18,0,252.8606506084704,HTTPS,0
23,71,1.9238855466472429,SSH,1
15,0,261.012344222121,HTTPS,0
16,0,183.96620883785633,HTTPS,0
11,2,101.95951753579901,HTTP,0
14,1,95.45738158136413,HTTP,0
12,1,245.95689161963466,HTTPS,0
15,1,168.63351713804332,HTTPS,0
18,0,149.5584082491995,HTTPS,0
17,4,288.6996470648798,HTTPS,0
17,2,229.8507346031211,HTTPS,0
14,0,141.59101491029946,HTTP,0
14,0,106.06161084572733,HTTPS,0
10,0,320.5986888089853,HTTPS,0
16,1,298.82195157798844,HTTPS,0
9,0,164.08921858187023,HTTP,0
9,0,91.37248496735828,HTTP,0
8,0,237.37271295963296,HTTPS,0
17,0,151.1334484842929,HTTP,0
18,2,145.18938630407362,HTTP,0
17,0,281.80592183426046,HTTPS,0
15,0,214.2841371723183,HTTPS,0
9,0,80.29310485851363,HTTP,0
9,0,276.91840833816605,HTTPS,0
18,1,12.290735806478546,DNS,0
7,0,269.7748298160891,HTTPS,0
16,1,358.56647351655766,HTTPS,0
18,0,281.63130062070445,HTTPS,0
